gender,age,attendance,study_hours,sleep_hours,social_media_hours,physical_activity,mental_health,internet_quality,motivation_level,parental_education,family_income,part_time_job,previous_scores,exam_score
Male,20.0,78.0,13.0,8.0,2.5,3,5.0,Good,High,College,High,No,88.0,66.0
Male,20.0,81.0,30.0,5.0,2.5,1,5.0,Good,Medium,High School,High,No,67.0,69.0
Female,20.0,68.0,11.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,80.0,63.0
Male,20.0,66.0,17.0,6.0,2.5,6,5.0,Good,Medium,Postgraduate,High,No,61.0,65.0
Male,20.0,95.0,21.0,10.0,2.5,4,5.0,Good,Low,High School,High,No,84.0,67.0
Female,20.0,77.0,29.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,52.0,69.0
Male,20.0,76.0,11.0,5.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,92.0,65.0
Male,20.0,61.0,27.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,79.0,65.0
Male,20.0,80.0,20.0,6.0,2.5,2,5.0,Good,Medium,College,Low,No,53.0,65.0
Female,20.0,82.0,14.0,8.0,2.5,5,5.0,Good,Low,College,Low,No,94.0,67.0
Male,20.0,82.0,23.0,8.0,2.5,2,5.0,Good,Medium,High School,Medium,No,94.0,66.0
Female,20.0,88.0,21.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,93.0,72.0
Male,20.0,67.0,16.0,7.0,2.5,3,5.0,Good,High,College,Low,No,89.0,66.0
Male,20.0,70.0,20.0,7.0,2.5,4,5.0,Good,Low,College,Medium,No,84.0,65.0
Male,20.0,92.0,18.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,70.0,69.0
Female,20.0,98.0,21.0,4.0,2.5,2,5.0,Good,Medium,High School,High,No,57.0,68.0
Male,20.0,65.0,24.0,7.0,2.5,1,5.0,Good,Low,Postgraduate,High,No,64.0,64.0
Female,20.0,80.0,30.0,6.0,2.5,4,5.0,Good,Medium,College,Medium,No,67.0,69.0
Female,20.0,69.0,13.0,5.0,2.5,1,5.0,Good,Low,High School,High,No,68.0,59.0
Female,20.0,62.0,33.0,10.0,2.5,3,5.0,Good,Medium,High School,Medium,No,78.0,68.0
Female,20.0,73.0,8.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,60.0,60.0
Male,20.0,66.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,High,No,59.0,62.0
Male,20.0,88.0,24.0,6.0,2.5,3,5.0,Good,Low,College,Low,No,86.0,67.0
Female,20.0,81.0,22.0,8.0,2.5,5,5.0,Good,High,High School,Medium,No,50.0,68.0
Female,20.0,66.0,16.0,5.0,2.5,3,5.0,Good,High,High School,Medium,No,57.0,64.0
Female,20.0,60.0,19.0,7.0,2.5,3,5.0,Good,High,High School,Low,No,72.0,65.0
Female,20.0,92.0,17.0,6.0,2.5,2,5.0,Good,Medium,High School,Medium,No,57.0,65.0
Female,20.0,67.0,16.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,98.0,63.0
Male,20.0,84.0,25.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,84.0,70.0
Female,20.0,73.0,22.0,9.0,2.5,3,5.0,Good,Low,High School,Medium,No,72.0,66.0
Female,20.0,83.0,16.0,7.0,2.5,3,5.0,Good,Low,High School,High,No,56.0,68.0
Female,20.0,73.0,25.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,69.0,66.0
Male,20.0,63.0,22.0,8.0,2.5,1,5.0,Good,Medium,College,Medium,No,83.0,63.0
Female,20.0,69.0,25.0,9.0,2.5,3,5.0,Good,Medium,College,Low,No,98.0,66.0
Female,20.0,68.0,24.0,6.0,2.5,3,5.0,Good,Medium,High School,Medium,No,74.0,65.0
Male,20.0,77.0,15.0,8.0,2.5,2,5.0,Good,High,Postgraduate,Low,No,85.0,66.0
Female,20.0,86.0,17.0,4.0,2.5,3,5.0,Good,High,College,High,No,60.0,67.0
Male,20.0,71.0,24.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,81.0,66.0
Female,20.0,60.0,24.0,6.0,2.5,3,5.0,Good,High,High School,Low,No,62.0,63.0
Male,20.0,81.0,20.0,5.0,2.5,4,5.0,Good,Low,High School,Medium,No,60.0,66.0
Male,20.0,84.0,21.0,6.0,2.5,3,5.0,Good,Low,College,High,No,75.0,67.0
Male,20.0,99.0,28.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,61.0,71.0
Female,20.0,84.0,16.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,86.0,67.0
Male,20.0,79.0,23.0,6.0,2.5,4,5.0,Good,Medium,High School,High,No,97.0,69.0
Female,20.0,83.0,19.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,70.0,67.0
Female,20.0,97.0,19.0,6.0,2.5,2,5.0,Good,High,College,Medium,No,66.0,72.0
Female,20.0,93.0,27.0,6.0,2.5,4,5.0,Good,High,High School,Low,No,59.0,70.0
Male,20.0,73.0,25.0,7.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,70.0,67.0
Female,20.0,69.0,25.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,78.0,64.0
Female,20.0,71.0,28.0,8.0,2.5,1,5.0,Good,High,College,Medium,No,69.0,67.0
Male,20.0,80.0,20.0,8.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,81.0,69.0
Male,20.0,90.0,24.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,83.0,68.0
Male,20.0,80.0,18.0,8.0,2.5,3,5.0,Good,Low,High School,Low,No,55.0,63.0
Female,20.0,63.0,22.0,7.0,2.5,3,5.0,Good,Medium,College,High,No,85.0,68.0
Male,20.0,89.0,19.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,95.0,70.0
Male,20.0,92.0,21.0,8.0,2.5,2,5.0,Good,Low,College,Medium,No,51.0,66.0
Female,20.0,72.0,24.0,6.0,2.5,6,5.0,Good,High,High School,Low,No,78.0,68.0
Male,20.0,87.0,15.0,4.0,2.5,3,5.0,Good,High,College,Low,No,80.0,67.0
Female,20.0,77.0,33.0,5.0,2.5,5,5.0,Good,Medium,High School,Low,No,85.0,69.0
Female,20.0,96.0,14.0,9.0,2.5,3,5.0,Good,High,College,Medium,No,69.0,66.0
Male,20.0,94.0,13.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,91.0,68.0
Female,20.0,81.0,27.0,7.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,77.0,69.0
Male,20.0,88.0,25.0,7.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,70.0,70.0
Male,20.0,95.0,24.0,8.0,2.5,3,5.0,Good,High,College,Medium,No,86.0,74.0
Female,20.0,80.0,24.0,7.0,2.5,0,5.0,Good,High,College,Low,No,96.0,70.0
Male,20.0,73.0,20.0,7.0,2.5,2,5.0,Good,Low,Postgraduate,Medium,No,91.0,66.0
Female,20.0,90.0,15.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,97.0,69.0
Male,20.0,69.0,20.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,63.0,64.0
Male,20.0,76.0,16.0,8.0,2.5,1,5.0,Good,Medium,High School,Low,No,56.0,62.0
Female,20.0,95.0,26.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,77.0,70.0
Male,20.0,89.0,19.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,52.0,68.0
Female,20.0,76.0,15.0,6.0,2.5,3,5.0,Good,Low,College,Medium,No,84.0,65.0
Male,20.0,69.0,18.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,62.0,65.0
Female,20.0,74.0,22.0,6.0,2.5,4,5.0,Good,Low,Postgraduate,High,No,73.0,71.0
Male,20.0,71.0,17.0,9.0,2.5,5,5.0,Good,Low,High School,Medium,No,83.0,66.0
Male,20.0,67.0,15.0,4.0,2.5,3,5.0,Good,Medium,College,Low,No,74.0,61.0
Male,20.0,90.0,21.0,8.0,2.5,5,5.0,Good,Low,High School,Medium,No,62.0,67.0
Male,20.0,70.0,21.0,4.0,2.5,2,5.0,Good,Medium,College,Low,No,94.0,65.0
Female,20.0,78.0,17.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,88.0,65.0
Male,20.0,75.0,17.0,6.0,2.5,5,5.0,Good,Medium,High School,Low,No,80.0,65.0
Male,20.0,99.0,21.0,8.0,2.5,4,5.0,Good,High,High School,Medium,No,85.0,73.0
Male,20.0,76.0,11.0,7.0,2.5,2,5.0,Good,Medium,College,Medium,No,71.0,62.0
Female,20.0,63.0,12.0,5.0,2.5,2,5.0,Good,Low,College,Medium,No,69.0,60.0
Female,20.0,64.0,16.0,9.0,2.5,3,5.0,Good,Low,College,Medium,No,58.0,61.0
Male,20.0,84.0,19.0,8.0,2.5,3,5.0,Good,High,Postgraduate,Low,No,90.0,67.0
Male,20.0,84.0,22.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,69.0,70.0
Male,20.0,77.0,29.0,6.0,2.5,1,5.0,Good,Medium,College,Medium,No,85.0,69.0
Female,20.0,77.0,25.0,8.0,2.5,5,5.0,Good,High,College,Medium,No,65.0,66.0
Male,20.0,62.0,19.0,5.0,2.5,3,5.0,Good,Low,College,Low,No,90.0,64.0
Male,20.0,81.0,20.0,4.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,55.0,68.0
Female,20.0,80.0,14.0,5.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,81.0,67.0
Female,20.0,66.0,20.0,6.0,2.5,1,5.0,Good,High,College,Medium,No,90.0,64.0
Male,20.0,64.0,18.0,6.0,2.5,2,5.0,Good,High,College,Low,No,83.0,65.0
Female,20.0,65.0,22.0,6.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,85.0,66.0
Female,20.0,64.0,15.0,6.0,2.5,4,5.0,Good,High,High School,Medium,No,76.0,63.0
Female,20.0,84.0,23.0,6.0,2.5,2,5.0,Good,Low,High School,Low,No,78.0,68.0
Male,20.0,68.0,29.0,4.0,2.5,4,5.0,Good,Medium,High School,Medium,No,53.0,66.0
Male,20.0,70.0,19.0,7.0,2.5,5,5.0,Good,Low,High School,Low,No,63.0,63.0
Female,20.0,67.0,22.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,86.0,63.0
Male,20.0,98.0,24.0,6.0,2.5,4,5.0,Good,Medium,College,Medium,No,97.0,74.0
Male,20.0,94.0,18.0,9.0,2.5,2,5.0,Good,Low,College,Medium,No,77.0,70.0
Male,20.0,69.0,21.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,86.0,68.0
Female,20.0,73.0,20.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,84.0,66.0
Male,20.0,68.0,21.0,8.0,2.5,4,5.0,Good,Low,High School,Medium,No,100.0,63.0
Female,20.0,80.0,15.0,5.0,2.5,3,5.0,Good,Medium,College,Low,No,90.0,67.0
Male,20.0,61.0,20.0,7.0,2.5,3,5.0,Good,Medium,High School,Medium,No,81.0,62.0
Male,20.0,87.0,23.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,56.0,71.0
Male,20.0,81.0,29.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,68.0,72.0
Male,20.0,96.0,26.0,5.0,2.5,2,5.0,Good,Medium,Postgraduate,High,No,63.0,72.0
Female,20.0,67.0,33.0,6.0,2.5,3,5.0,Good,High,High School,Low,No,93.0,68.0
Female,20.0,92.0,15.0,7.0,2.5,5,5.0,Good,Low,High School,Medium,No,72.0,66.0
Male,20.0,92.0,25.0,4.0,2.5,3,5.0,Good,Medium,High School,Low,No,77.0,70.0
Male,20.0,65.0,21.0,5.0,2.5,4,5.0,Good,High,Postgraduate,Low,No,98.0,66.0
Female,20.0,76.0,33.0,10.0,2.5,3,5.0,Good,Low,Postgraduate,High,No,92.0,72.0
Female,20.0,67.0,15.0,8.0,2.5,4,5.0,Good,Low,High School,High,No,89.0,64.0
Female,20.0,70.0,15.0,9.0,2.5,3,5.0,Good,Medium,High School,Medium,No,57.0,63.0
Female,20.0,71.0,16.0,8.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,51.0,61.0
Male,20.0,82.0,7.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,56.0,62.0
Female,20.0,76.0,17.0,7.0,2.5,4,5.0,Good,High,High School,Medium,No,87.0,68.0
Male,20.0,98.0,15.0,8.0,2.5,3,5.0,Good,Low,High School,Medium,No,71.0,68.0
Male,20.0,65.0,21.0,9.0,2.5,5,5.0,Good,High,High School,Medium,No,56.0,63.0
Female,20.0,99.0,22.0,8.0,2.5,4,5.0,Good,Low,High School,Medium,No,87.0,70.0
Female,20.0,69.0,31.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,60.0,68.0
Female,20.0,91.0,26.0,7.0,2.5,5,5.0,Good,Medium,High School,Low,No,79.0,72.0
Male,20.0,74.0,17.0,8.0,2.5,3,5.0,Good,Medium,College,Low,No,87.0,67.0
Male,20.0,66.0,15.0,6.0,2.5,1,5.0,Good,Medium,College,Low,No,80.0,61.0
Male,20.0,94.0,23.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,100.0,69.0
Female,20.0,72.0,12.0,6.0,2.5,2,5.0,Good,High,High School,Low,No,72.0,61.0
Male,20.0,86.0,31.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,66.0,75.0
Female,20.0,83.0,27.0,5.0,2.5,2,5.0,Good,Medium,College,High,No,60.0,68.0
Male,20.0,79.0,17.0,6.0,2.5,4,5.0,Good,Low,High School,Medium,No,75.0,65.0
Female,20.0,80.0,10.0,6.0,2.5,3,5.0,Good,High,College,Medium,No,93.0,67.0
Female,20.0,89.0,28.0,10.0,2.5,6,5.0,Good,High,High School,Medium,No,97.0,75.0
Male,20.0,64.0,19.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,99.0,64.0
Male,20.0,87.0,27.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,77.0,70.0
Female,20.0,96.0,10.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,80.0,67.0
Male,20.0,62.0,16.0,7.0,2.5,3,5.0,Good,Low,High School,Medium,No,79.0,63.0
Female,20.0,66.0,20.0,7.0,2.5,4,5.0,Good,Medium,College,Medium,No,73.0,65.0
Female,20.0,89.0,20.0,4.0,2.5,3,5.0,Good,Medium,High School,Medium,No,58.0,67.0
Male,20.0,77.0,17.0,5.0,2.5,3,5.0,Good,Medium,College,High,No,53.0,86.0
Female,20.0,76.0,24.0,6.0,2.5,3,5.0,Good,High,High School,Medium,No,72.0,67.0
Male,20.0,65.0,14.0,5.0,2.5,4,5.0,Good,Low,Postgraduate,High,No,59.0,63.0
Female,20.0,80.0,19.0,7.0,2.5,3,5.0,Good,Medium,College,Medium,No,94.0,66.0
Male,20.0,65.0,21.0,7.0,2.5,1,5.0,Good,Low,High School,Low,No,88.0,65.0
Female,20.0,79.0,23.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,81.0,67.0
Male,20.0,91.0,24.0,7.0,2.5,4,5.0,Good,Low,College,High,No,52.0,69.0
Male,20.0,70.0,13.0,6.0,2.5,2,5.0,Good,Medium,Postgraduate,Medium,No,81.0,66.0
Male,20.0,79.0,11.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,81.0,64.0
Female,20.0,100.0,28.0,6.0,2.5,2,5.0,Good,Medium,Postgraduate,Low,No,72.0,73.0
Male,20.0,87.0,22.0,8.0,2.5,1,5.0,Good,Low,College,Low,No,83.0,66.0
Female,20.0,94.0,16.0,9.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,93.0,68.0
Male,20.0,77.0,29.0,8.0,2.5,4,5.0,Good,Low,College,Medium,No,88.0,70.0
Female,20.0,91.0,21.0,9.0,2.5,2,5.0,Good,Medium,High School,Low,No,74.0,69.0
Female,20.0,62.0,27.0,5.0,2.5,4,5.0,Good,Low,High School,High,No,63.0,67.0
Male,20.0,65.0,20.0,6.0,2.5,3,5.0,Good,Low,College,Medium,No,74.0,62.0
Male,20.0,68.0,32.0,8.0,2.5,2,5.0,Good,High,High School,Low,No,97.0,68.0
Male,20.0,76.0,31.0,9.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,91.0,72.0
Male,20.0,94.0,19.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,51.0,69.0
Male,20.0,74.0,26.0,5.0,2.5,2,5.0,Good,Low,High School,High,No,89.0,66.0
Female,20.0,86.0,24.0,6.0,2.5,3,5.0,Good,Medium,High School,Low,No,59.0,70.0
Male,20.0,88.0,28.0,8.0,2.5,3,5.0,Good,Medium,High School,Medium,No,79.0,71.0
Female,20.0,83.0,14.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,90.0,65.0
Female,20.0,74.0,24.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,78.0,70.0
Male,20.0,83.0,26.0,7.0,2.5,4,5.0,Good,High,High School,Medium,No,70.0,65.0
Female,20.0,74.0,9.0,7.0,2.5,3,5.0,Good,Low,High School,High,No,66.0,62.0
Male,20.0,63.0,13.0,5.0,2.5,2,5.0,Good,Medium,High School,High,No,65.0,62.0
Female,20.0,100.0,8.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,92.0,70.0
Male,20.0,65.0,18.0,6.0,2.5,3,5.0,Good,Medium,College,Low,No,91.0,66.0
Female,20.0,63.0,24.0,7.0,2.5,4,5.0,Good,Low,High School,Low,No,91.0,67.0
Female,20.0,95.0,29.0,9.0,2.5,3,5.0,Good,Medium,High School,Medium,No,64.0,72.0
Female,20.0,72.0,20.0,7.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,90.0,66.0
Female,20.0,86.0,30.0,8.0,2.5,2,5.0,Good,Medium,College,Medium,No,52.0,68.0
Male,20.0,73.0,12.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,60.0,62.0
Male,20.0,76.0,10.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,High,No,76.0,64.0
Female,20.0,70.0,20.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,Low,No,70.0,65.0
Male,20.0,74.0,22.0,6.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,56.0,66.0
Female,20.0,76.0,20.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,52.0,64.0
Male,20.0,89.0,8.0,7.0,2.5,3,5.0,Good,Low,College,Low,No,81.0,67.0
Female,20.0,80.0,19.0,7.0,2.5,4,5.0,Good,Low,College,Medium,No,66.0,69.0
Male,20.0,98.0,12.0,8.0,2.5,5,5.0,Good,Medium,Postgraduate,Medium,No,51.0,68.0
Male,20.0,62.0,24.0,6.0,2.5,4,5.0,Good,High,High School,Low,No,72.0,64.0
Female,20.0,80.0,22.0,7.0,2.5,2,5.0,Good,Medium,High School,High,No,65.0,68.0
Male,20.0,83.0,14.0,9.0,2.5,3,5.0,Good,Medium,High School,Medium,No,79.0,64.0
Male,20.0,97.0,17.0,9.0,2.5,1,5.0,Good,High,Postgraduate,High,No,96.0,71.0
Male,20.0,62.0,14.0,8.0,2.5,2,5.0,Good,Low,High School,Low,No,65.0,61.0
Male,20.0,83.0,20.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,100.0,68.0
Male,20.0,94.0,26.0,10.0,2.5,5,5.0,Good,Low,High School,High,No,54.0,73.0
Male,20.0,70.0,14.0,9.0,2.5,1,5.0,Good,Medium,College,Medium,No,54.0,64.0
Male,20.0,95.0,23.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Low,No,86.0,72.0
Male,20.0,61.0,17.0,7.0,2.5,3,5.0,Good,High,High School,Medium,No,87.0,65.0
Female,20.0,89.0,15.0,6.0,2.5,4,5.0,Good,Medium,High School,Medium,No,71.0,68.0
Male,20.0,97.0,19.0,8.0,2.5,3,5.0,Good,Medium,High School,Low,No,64.0,71.0
Male,20.0,86.0,14.0,8.0,2.5,3,5.0,Good,Medium,Postgraduate,Medium,No,90.0,65.0
Male,20.0,78.0,17.0,8.0,2.5,2,5.0,Good,Low,High School,Medium,No,98.0,66.0
Female,20.0,62.0,13.0,7.0,2.5,1,5.0,Good,Medium,Postgraduate,Medium,No,99.0,63.0
Male,20.0,97.0,32.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,82.0,74.0
Female,20.0,79.0,20.0,7.0,2.5,4,5.0,Good,Low,High School,Medium,No,87.0,66.0
Male,20.0,61.0,16.0,8.0,2.5,3,5.0,Good,High,College,Medium,No,91.0,63.0
Male,20.0,88.0,21.0,6.0,2.5,4,5.0,Good,High,High School,High,No,90.0,72.0
Female,20.0,79.0,19.0,7.0,2.5,2,5.0,Good,Low,College,High,No,100.0,69.0
Male,20.0,65.0,19.0,9.0,2.5,4,5.0,Good,Medium,College,Medium,No,91.0,67.0
Male,20.0,69.0,24.0,5.0,2.5,3,5.0,Good,Low,High School,Low,No,83.0,66.0
Female,20.0,63.0,25.0,7.0,2.5,5,5.0,Good,Medium,High School,Low,No,69.0,64.0
Female,20.0,83.0,17.0,9.0,2.5,2,5.0,Good,Medium,College,Medium,No,80.0,67.0
Female,20.0,85.0,17.0,7.0,2.5,3,5.0,Good,High,College,Low,No,94.0,69.0
Female,20.0,80.0,18.0,6.0,2.5,2,5.0,Good,Medium,College,Low,No,65.0,65.0
Female,20.0,93.0,6.0,7.0,2.5,2,5.0,Good,High,College,Medium,No,52.0,64.0
Female,20.0,94.0,11.0,8.0,2.5,4,5.0,Good,High,High School,High,No,66.0,65.0
Male,20.0,85.0,28.0,7.0,2.5,1,5.0,Good,Medium,High School,Low,No,98.0,72.0
Female,20.0,61.0,30.0,8.0,2.5,2,5.0,Good,Medium,High School,Low,No,90.0,66.0
Female,20.0,88.0,19.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,59.0,66.0
Male,20.0,77.0,23.0,7.0,2.5,3,5.0,Good,Medium,College,Low,No,51.0,67.0
Male,20.0,83.0,22.0,8.0,2.5,3,5.0,Good,High,Postgraduate,High,No,83.0,69.0
Male,20.0,86.0,38.0,7.0,2.5,3,5.0,Good,Low,High School,Low,No,79.0,73.0
Female,20.0,74.0,27.0,6.0,2.5,3,5.0,Good,Medium,College,Medium,No,54.0,69.0
Male,20.0,97.0,19.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,98.0,68.0
Female,20.0,65.0,14.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,81.0,61.0
Male,20.0,87.0,10.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,83.0,63.0
Female,20.0,60.0,21.0,8.0,2.5,2,5.0,Good,Low,High School,Low,No,93.0,63.0
Male,20.0,97.0,15.0,9.0,2.5,2,5.0,Good,Medium,College,Low,No,67.0,68.0
Female,20.0,65.0,11.0,7.0,2.5,3,5.0,Good,Medium,Postgraduate,Low,No,78.0,63.0
Female,20.0,64.0,16.0,7.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,79.0,66.0
Female,20.0,73.0,14.0,5.0,2.5,4,5.0,Good,Medium,High School,Low,No,98.0,65.0
Female,20.0,75.0,30.0,7.0,2.5,1,5.0,Good,High,College,Low,No,57.0,68.0
Female,20.0,69.0,25.0,7.0,2.5,4,5.0,Good,High,College,Low,No,88.0,66.0
Male,20.0,83.0,20.0,7.0,2.5,5,5.0,Good,Low,Postgraduate,Medium,No,79.0,66.0
Male,20.0,78.0,29.0,6.0,2.5,4,5.0,Good,Medium,High School,Low,No,92.0,70.0
Female,20.0,61.0,20.0,8.0,2.5,2,5.0,Good,Medium,High School,Medium,No,92.0,61.0
Male,20.0,73.0,15.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,51.0,61.0
Male,20.0,92.0,29.0,10.0,2.5,4,5.0,Good,High,High School,Low,No,63.0,71.0
Male,20.0,88.0,23.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,59.0,67.0
Male,20.0,89.0,14.0,4.0,2.5,3,5.0,Good,Medium,College,Medium,No,73.0,70.0
Male,20.0,88.0,19.0,5.0,2.5,4,5.0,Good,Medium,College,Low,No,95.0,69.0
Female,20.0,72.0,15.0,8.0,2.5,4,5.0,Good,Medium,High School,Medium,No,50.0,65.0
Male,20.0,64.0,12.0,6.0,2.5,2,5.0,Good,High,High School,Medium,No,74.0,61.0
Male,20.0,71.0,26.0,6.0,2.5,4,5.0,Good,Low,Postgraduate,Low,No,94.0,68.0
Male,20.0,93.0,31.0,5.0,2.5,2,5.0,Good,Medium,High School,Low,No,96.0,74.0
Female,20.0,99.0,12.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,83.0,67.0
Female,20.0,80.0,23.0,7.0,2.5,1,5.0,Good,Low,High School,High,No,91.0,70.0
Female,20.0,60.0,16.0,8.0,2.5,2,5.0,Good,Low,High School,High,No,66.0,59.0
Male,20.0,66.0,17.0,5.0,2.5,2,5.0,Good,Low,College,Medium,No,64.0,64.0
Female,20.0,73.0,16.0,8.0,2.5,4,5.0,Good,Medium,College,Medium,No,52.0,66.0
Female,20.0,83.0,15.0,5.0,2.5,3,5.0,Good,Medium,High School,Medium,No,75.0,63.0
Female,20.0,63.0,20.0,8.0,2.5,3,5.0,Good,Low,College,High,No,73.0,61.0
Female,20.0,98.0,15.0,8.0,2.5,4,5.0,Good,Low,High School,Low,No,69.0,68.0
Male,20.0,75.0,22.0,6.0,2.5,3,5.0,Good,Low,High School,Medium,No,56.0,65.0
Male,20.0,97.0,20.0,5.0,2.5,4,5.0,Good,Medium,High School,Medium,No,62.0,69.0
Male,20.0,91.0,19.0,8.0,2.5,4,5.0,Good,Medium,High School,Low,No,60.0,68.0
Male,20.0,90.0,15.0,6.0,2.5,2,5.0,Good,Low,High School,High,No,97.0,69.0
Female,20.0,84.0,17.0,7.0,2.5,2,5.0,Good,High,College,Low,No,98.0,67.0
Female,20.0,85.0,25.0,8.0,2.5,1,5.0,Good,High,College,High,No,50.0,70.0
Female,20.0,86.0,23.0,8.0,2.5,3,5.0,Good,Low,Postgraduate,Low,No,59.0,68.0
Male,20.0,85.0,14.0,6.0,2.5,4,5.0,Good,Low,College,High,No,94.0,67.0
Male,20.0,82.0,21.0,7.0,2.5,3,5.0,Good,Medium,High School,Low,No,52.0,67.0
Male,20.0,99.0,25.0,6.0,2.5,3,5.0,Good,High,College,Medium,No,97.0,75.0
Male,20.0,89.0,10.0,8.0,2.5,4,5.0,Good,Low,College,Low,No,69.0,63.0
Male,20.0,91.0,23.0,9.0,2.5,5,5.0,Good,High,High School,Low,No,77.0,70.0
Female,20.0,95.0,16.0,6.0,2.5,4,5.0,Good,Low,High School,High,No,88.0,70.0
Male,20.0,69.0,23.0,7.0,2.5,4,5.0,Good,Medium,High School,Medium,No,62.0,64.0
Female,20.0,63.0,15.0,8.0,2.5,3,5.0,Good,Low,College,Medium,No,55.0,59.0
Male,20.0,79.0,9.0,7.0,2.5,3,5.0,Good,High,High School,High,No,90.0,63.0
Female,20.0,81.0,10.0,8.0,2.5,4,5.0,Good,Medium,Postgraduate,Medium,No,99.0,67.0
Male,20.0,93.0,20.0,7.0,2.5,2,5.0,Good,Medium,High School,Medium,No,83.0,68.0
Male,20.0,78.0,22.0,5.0,2.5,3,5.0,Good,Low,Postgraduate,Medium,No,91.0,68.0
Female,20.0,83.0,15.0,7.0,2.5,2,5.0,Good,Medium,High School,Low,No,97.0,97.0
Female,20.0,81.0,24.0,9.0,2.5,4,5.0,Good,Medium,College,Low,No,61.0,66.0
Male,20.0,62.0,10.0,7.0,2.5,3,5.0,Good,High,Postgraduate,Medium,No,68.0,61.0
